"site_code","species_code","measurement_start_utc","measurement_end_utc","value"
"GR4","FINE","2021-03-11 02:00:00","2021-03-11 03:00:00",NULL
"EI8","PM10","2021-03-10 15:00:00","2021-03-10 16:00:00","9.7"
"GR4","PM1","2021-03-11 23:00:00","2021-03-12 00:00:00","2.2"
"EI8","PM10","2021-03-10 10:00:00","2021-03-10 11:00:00","24.3"
"EI8","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00","19.7"
"GR7","PM10","2021-03-13 16:00:00","2021-03-13 17:00:00",NULL
"GR7","PM10","2021-03-15 03:00:00","2021-03-15 04:00:00",NULL
"EI8","PM10","2021-03-10 01:00:00","2021-03-10 02:00:00","19.5"
"EI8","PM10","2021-03-10 08:00:00","2021-03-10 09:00:00","41.4"
"GR7","PM10","2021-03-13 12:00:00","2021-03-13 13:00:00",NULL
"EI8","PM10","2021-03-10 05:00:00","2021-03-10 06:00:00","28.1"
"EI8","PM10","2021-03-10 23:00:00","2021-03-11 00:00:00","10.7"
"EI8","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00","5.6"
"GR4","SO2","2021-03-12 17:00:00","2021-03-12 18:00:00",NULL
"GR4","FINE","2021-03-12 03:00:00","2021-03-12 04:00:00","6.5"
"GR7","PM10","2021-03-15 12:00:00","2021-03-15 13:00:00",NULL
"GR4","TSP","2021-03-12 06:00:00","2021-03-12 07:00:00","11.2"
"EI1","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00","15.1"
"EI1","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00","8.8"
"GR7","PM10","2021-03-14 10:00:00","2021-03-14 11:00:00",NULL
"EI1","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","23.3"
"GR7","NO2","2021-03-15 01:00:00","2021-03-15 02:00:00","15.3"
"GR4","FINE","2021-03-12 20:00:00","2021-03-12 21:00:00","6.9"
"GR7","NO2","2021-03-15 07:00:00","2021-03-15 08:00:00","52.2"
"GR4","O3","2021-03-12 16:00:00","2021-03-12 17:00:00",NULL
"GR7","PM10","2021-03-13 18:00:00","2021-03-13 19:00:00",NULL
"GR4","O3","2021-03-12 13:00:00","2021-03-12 14:00:00",NULL
"GR7","PM10","2021-03-14 07:00:00","2021-03-14 08:00:00",NULL
"GR7","NO2","2021-03-15 15:00:00","2021-03-15 16:00:00","58.4"
"GR7","PM10","2021-03-13 15:00:00","2021-03-13 16:00:00",NULL
"GR7","PM10","2021-03-14 16:00:00","2021-03-14 17:00:00",NULL
"GR4","TSP","2021-03-13 19:00:00","2021-03-13 20:00:00","9.8"
"GR7","NO2","2021-03-14 06:00:00","2021-03-14 07:00:00","4.2"
"EA6","PM10","2021-03-10 13:00:00","2021-03-10 14:00:00","12.9"
"EA8","NO2","2021-03-12 22:00:00","2021-03-12 23:00:00","19.3"
"EI1","PM10","2021-03-11 22:00:00","2021-03-11 23:00:00","31.9"
"EN5","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00","9"
"EN5","PM10","2021-03-13 20:00:00","2021-03-13 21:00:00","8.7"
"EN5","NO2","2021-03-14 04:00:00","2021-03-14 05:00:00","9.5"
"EN5","PM10","2021-03-10 07:00:00","2021-03-10 08:00:00","32.7"
"EN5","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00","14.8"
"GR7","NO2","2021-03-13 13:00:00","2021-03-13 14:00:00","2.8"
"GR4","PM1","2021-03-11 04:00:00","2021-03-11 05:00:00",NULL
"EN5","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","8.4"
"GR7","PM10","2021-03-15 00:00:00","2021-03-15 01:00:00",NULL
"EN5","PM10","2021-03-10 16:00:00","2021-03-10 17:00:00","3.9"
"GR7","PM10","2021-03-14 17:00:00","2021-03-14 18:00:00",NULL
"GR7","PM10","2021-03-15 18:00:00","2021-03-15 19:00:00",NULL
"GR4","O3","2021-03-11 09:00:00","2021-03-11 10:00:00",NULL
"GR4","NO2","2021-03-13 02:00:00","2021-03-13 03:00:00","2.3"
"GR7","NO2","2021-03-14 04:00:00","2021-03-14 05:00:00","2.1"
"GR4","PM10","2021-03-12 04:00:00","2021-03-12 05:00:00","13.2"
"EN5","PM10","2021-03-10 22:00:00","2021-03-10 23:00:00","1.2"
"GR4","PM10","2021-03-11 11:00:00","2021-03-11 12:00:00",NULL
"GR4","FINE","2021-03-12 13:00:00","2021-03-12 14:00:00","4.7"
"GR7","PM10","2021-03-14 03:00:00","2021-03-14 04:00:00",NULL
"GR4","PM1","2021-03-11 13:00:00","2021-03-11 14:00:00",NULL
"GR4","FINE","2021-03-11 00:00:00","2021-03-11 01:00:00",NULL
"GR7","PM10","2021-03-14 19:00:00","2021-03-14 20:00:00",NULL
"GR4","NO2","2021-03-11 22:00:00","2021-03-11 23:00:00","8.4"
"GR4","PM1","2021-03-13 01:00:00","2021-03-13 02:00:00","1.8"
"GR4","PM25","2021-03-11 16:00:00","2021-03-11 17:00:00","2.6"
"EN5","PM10","2021-03-10 13:00:00","2021-03-10 14:00:00","7"
"GR4","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00","6.5"
"GR4","PM1","2021-03-11 14:00:00","2021-03-11 15:00:00","1.9"
"GR4","SO2","2021-03-12 23:00:00","2021-03-13 00:00:00",NULL
"GR4","O3","2021-03-12 19:00:00","2021-03-12 20:00:00",NULL
"EN5","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00","0.6"
"EN5","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00","8.1"
"EN5","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","13.5"
"GR4","TSP","2021-03-12 04:00:00","2021-03-12 05:00:00","15.6"
"GR4","PM1","2021-03-12 10:00:00","2021-03-12 11:00:00","1.6"
"GR4","NO2","2021-03-12 01:00:00","2021-03-12 02:00:00","6.5"
"EN5","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00","7.3"
"GR4","PM10","2021-03-15 18:00:00","2021-03-15 19:00:00","7.7"
"GR4","O3","2021-03-15 21:00:00","2021-03-15 22:00:00",NULL
"GR4","FINE","2021-03-11 08:00:00","2021-03-11 09:00:00",NULL
"GR4","O3","2021-03-11 04:00:00","2021-03-11 05:00:00",NULL
"GR4","O3","2021-03-12 15:00:00","2021-03-12 16:00:00",NULL
"EN5","NO2","2021-03-10 08:00:00","2021-03-10 09:00:00","18.3"
"GR4","SO2","2021-03-11 11:00:00","2021-03-11 12:00:00",NULL
"GR4","TSP","2021-03-12 01:00:00","2021-03-12 02:00:00","11.1"
"GR4","PM25","2021-03-13 15:00:00","2021-03-13 16:00:00","3.2"
"EN5","NO2","2021-03-10 18:00:00","2021-03-10 19:00:00","12.7"
"EN5","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00","20.1"
"GR4","TSP","2021-03-11 12:00:00","2021-03-11 13:00:00",NULL
"EN5","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","8.6"
"EN5","PM10","2021-03-10 05:00:00","2021-03-10 06:00:00","28.2"
"EN5","NO2","2021-03-10 14:00:00","2021-03-10 15:00:00","14.3"
"GR7","NO2","2021-03-14 10:00:00","2021-03-14 11:00:00","5.6"
"EN5","NO2","2021-03-10 13:00:00","2021-03-10 14:00:00","13.5"
"GR4","PM10","2021-03-11 15:00:00","2021-03-11 16:00:00","5.5"
"GR4","FINE","2021-03-11 09:00:00","2021-03-11 10:00:00",NULL
"EN1","NO2","2021-03-10 14:00:00","2021-03-10 15:00:00","15"
"GR4","NO2","2021-03-11 12:00:00","2021-03-11 13:00:00","6.7"
"GR4","SO2","2021-03-12 05:00:00","2021-03-12 06:00:00",NULL
"GR4","PM1","2021-03-13 23:00:00","2021-03-14 00:00:00","2.9"
"EN1","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00","12.1"
"GR4","NO2","2021-03-12 03:00:00","2021-03-12 04:00:00","2.5"
"GR4","FINE","2021-03-15 01:00:00","2021-03-15 02:00:00","5"
"EN1","NO2","2021-03-10 22:00:00","2021-03-10 23:00:00","6.3"
"EN1","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00","14.2"
"GR4","NO2","2021-03-11 04:00:00","2021-03-11 05:00:00","2.3"
"GR4","PM1","2021-03-15 21:00:00","2021-03-15 22:00:00","7.2"
"GR4","PM25","2021-03-12 02:00:00","2021-03-12 03:00:00","6.1"
"GR4","TSP","2021-03-11 15:00:00","2021-03-11 16:00:00","8.5"
"GR4","TSP","2021-03-12 23:00:00","2021-03-13 00:00:00","3.9"
"GR4","TSP","2021-03-15 10:00:00","2021-03-15 11:00:00","16.4"
"EN1","NO2","2021-03-10 08:00:00","2021-03-10 09:00:00","22.2"
"GR4","PM10","2021-03-11 07:00:00","2021-03-11 08:00:00","14.2"
"EN1","NO2","2021-03-10 02:00:00","2021-03-10 03:00:00","7.7"
"EN1","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00","20.8"
"GR4","PM1","2021-03-12 23:00:00","2021-03-13 00:00:00","1.3"
"GR4","PM25","2021-03-13 04:00:00","2021-03-13 05:00:00","4.8"
"GR4","PM1","2021-03-15 19:00:00","2021-03-15 20:00:00","5.3"
"SKA","NO2","2021-03-08 12:00:00","2021-03-08 13:00:00",NULL
"GR4","PM25","2021-03-11 06:00:00","2021-03-11 07:00:00","13.1"
"GR4","O3","2021-03-13 09:00:00","2021-03-13 10:00:00",NULL
"GR4","NO2","2021-03-14 12:00:00","2021-03-14 13:00:00","4.6"
"GR4","TSP","2021-03-13 02:00:00","2021-03-13 03:00:00","4.3"
"GR4","PM10","2021-03-13 22:00:00","2021-03-13 23:00:00","5.9"
"GR4","PM1","2021-03-13 17:00:00","2021-03-13 18:00:00","1.4"
"GR4","PM10","2021-03-12 11:00:00","2021-03-12 12:00:00","5.3"
"GR4","PM10","2021-03-12 17:00:00","2021-03-12 18:00:00","5.1"
"GR4","SO2","2021-03-13 06:00:00","2021-03-13 07:00:00",NULL
"GR4","PM25","2021-03-12 10:00:00","2021-03-12 11:00:00","3.1"
"GR4","PM25","2021-03-15 09:00:00","2021-03-15 10:00:00","9.6"
"EA8","NO2","2021-03-10 20:00:00","2021-03-10 21:00:00","18.9"
"EA8","NO2","2021-03-13 13:00:00","2021-03-13 14:00:00","10.1"
"EI8","PM10","2021-03-12 20:00:00","2021-03-12 21:00:00","18.9"
"EN1","NO2","2021-03-14 23:00:00","2021-03-15 00:00:00","4.6"
"EN1","NO2","2021-03-10 06:00:00","2021-03-10 07:00:00","12.1"
"EN1","NO2","2021-03-11 01:00:00","2021-03-11 02:00:00","3.3"
"EN7","NO2","2021-03-14 20:00:00","2021-03-14 21:00:00","6.3"
"EN1","NO2","2021-03-10 13:00:00","2021-03-10 14:00:00","14.7"
"EN1","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00","19.6"
"EN1","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","7.2"
"GR7","PM10","2021-03-15 17:00:00","2021-03-15 18:00:00",NULL
"GR4","O3","2021-03-14 12:00:00","2021-03-14 13:00:00",NULL
"EN1","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00","8"
"GR7","NO2","2021-03-15 12:00:00","2021-03-15 13:00:00","48.7"
"GR4","FINE","2021-03-11 14:00:00","2021-03-11 15:00:00","4.2"
"GR4","TSP","2021-03-13 16:00:00","2021-03-13 17:00:00","7.3"
"GR7","NO2","2021-03-15 05:00:00","2021-03-15 06:00:00","23.5"
"GR4","SO2","2021-03-12 14:00:00","2021-03-12 15:00:00",NULL
"GR4","PM25","2021-03-11 10:00:00","2021-03-11 11:00:00",NULL
"GR4","FINE","2021-03-12 17:00:00","2021-03-12 18:00:00","2.9"
"GR4","PM1","2021-03-12 01:00:00","2021-03-12 02:00:00","2.4"
"EN1","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00","7.3"
"EN1","NO2","2021-03-10 10:00:00","2021-03-10 11:00:00","14.8"
"GR4","O3","2021-03-12 11:00:00","2021-03-12 12:00:00",NULL
"GR4","PM25","2021-03-14 19:00:00","2021-03-14 20:00:00","4.4"
"GR4","SO2","2021-03-13 20:00:00","2021-03-13 21:00:00",NULL
"GR4","PM25","2021-03-14 09:00:00","2021-03-14 10:00:00","3.3"
"GR4","SO2","2021-03-15 04:00:00","2021-03-15 05:00:00",NULL
"GR4","TSP","2021-03-13 04:00:00","2021-03-13 05:00:00","10.9"
"GR4","PM25","2021-03-11 21:00:00","2021-03-11 22:00:00","4.1"
"GR4","PM10","2021-03-12 22:00:00","2021-03-12 23:00:00","5.8"
"GR4","PM25","2021-03-13 20:00:00","2021-03-13 21:00:00","5"
"EN1","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00","6.8"
"GR4","FINE","2021-03-12 09:00:00","2021-03-12 10:00:00","5.7"
"GR4","FINE","2021-03-12 19:00:00","2021-03-12 20:00:00","6.4"
"EN1","NO2","2021-03-10 11:00:00","2021-03-10 12:00:00","15.1"
"GR4","TSP","2021-03-15 08:00:00","2021-03-15 09:00:00","18.4"
"GR4","PM10","2021-03-12 09:00:00","2021-03-12 10:00:00","9.9"
"GR4","NO2","2021-03-14 09:00:00","2021-03-14 10:00:00","7.8"
"GR4","SO2","2021-03-12 16:00:00","2021-03-12 17:00:00",NULL
"GR4","NO2","2021-03-11 02:00:00","2021-03-11 03:00:00","3"
"GR4","FINE","2021-03-14 09:00:00","2021-03-14 10:00:00","3.5"
"GR4","O3","2021-03-12 09:00:00","2021-03-12 10:00:00",NULL
"GR4","NO2","2021-03-14 00:00:00","2021-03-14 01:00:00","6.6"
"EN1","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00","9.3"
"GR4","NO2","2021-03-11 10:00:00","2021-03-11 11:00:00","7.1"
"EN1","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00","15.8"
"EN1","NO2","2021-03-10 20:00:00","2021-03-10 21:00:00","9.1"
"GR4","PM1","2021-03-14 08:00:00","2021-03-14 09:00:00","1.9"
"EN1","NO2","2021-03-10 23:00:00","2021-03-11 00:00:00","5.3"
"GR4","FINE","2021-03-12 16:00:00","2021-03-12 17:00:00","2.8"
"GR4","O3","2021-03-11 05:00:00","2021-03-11 06:00:00",NULL
"GR4","O3","2021-03-14 15:00:00","2021-03-14 16:00:00",NULL
"GR4","O3","2021-03-12 22:00:00","2021-03-12 23:00:00",NULL
"GR4","O3","2021-03-15 11:00:00","2021-03-15 12:00:00",NULL
"GR4","PM25","2021-03-11 23:00:00","2021-03-12 00:00:00","4.3"
"GR4","O3","2021-03-11 14:00:00","2021-03-11 15:00:00",NULL
"EN1","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","15.5"
"EN1","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00","17.1"
"EN1","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","8.3"
"GR4","FINE","2021-03-14 17:00:00","2021-03-14 18:00:00","8.6"
"EN4","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00","35"
"EN4","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00","26.1"
"GR4","SO2","2021-03-12 08:00:00","2021-03-12 09:00:00",NULL
"GR4","TSP","2021-03-11 03:00:00","2021-03-11 04:00:00",NULL
"GR4","TSP","2021-03-11 11:00:00","2021-03-11 12:00:00",NULL
"GR4","NO2","2021-03-12 20:00:00","2021-03-12 21:00:00","6.8"
"GR4","O3","2021-03-12 18:00:00","2021-03-12 19:00:00",NULL
"GR4","NO2","2021-03-14 15:00:00","2021-03-14 16:00:00","9"
"GR4","O3","2021-03-14 09:00:00","2021-03-14 10:00:00",NULL
"GR4","NO2","2021-03-12 09:00:00","2021-03-12 10:00:00","9.8"
"EN4","PM10","2021-03-10 11:00:00","2021-03-10 12:00:00",NULL
"GR4","FINE","2021-03-12 06:00:00","2021-03-12 07:00:00","6.3"
"GR4","O3","2021-03-14 18:00:00","2021-03-14 19:00:00",NULL
"GR4","NO2","2021-03-14 21:00:00","2021-03-14 22:00:00","8.5"
"EN4","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00",NULL
"GR4","PM1","2021-03-12 15:00:00","2021-03-12 16:00:00","2.2"
"GR4","NO2","2021-03-15 06:00:00","2021-03-15 07:00:00","6.5"
"EN4","SO2","2021-03-10 13:00:00","2021-03-10 14:00:00",NULL
"GR4","SO2","2021-03-12 00:00:00","2021-03-12 01:00:00",NULL
"EN4","SO2","2021-03-10 06:00:00","2021-03-10 07:00:00",NULL
"EN4","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00","25.2"
"GR4","O3","2021-03-13 23:00:00","2021-03-14 00:00:00",NULL
"GR4","SO2","2021-03-15 03:00:00","2021-03-15 04:00:00",NULL
"EN4","PM10","2021-03-10 17:00:00","2021-03-10 18:00:00",NULL
"EN4","SO2","2021-03-10 22:00:00","2021-03-10 23:00:00",NULL
"GR4","PM1","2021-03-13 14:00:00","2021-03-13 15:00:00","1.4"
"GR4","SO2","2021-03-13 13:00:00","2021-03-13 14:00:00",NULL
"GR4","FINE","2021-03-11 06:00:00","2021-03-11 07:00:00",NULL
"GR4","FINE","2021-03-13 01:00:00","2021-03-13 02:00:00","3.7"
"EN4","PM10","2021-03-10 06:00:00","2021-03-10 07:00:00",NULL
"EN4","SO2","2021-03-10 14:00:00","2021-03-10 15:00:00",NULL
"GR4","PM10","2021-03-12 23:00:00","2021-03-13 00:00:00","3.5"
"EN4","SO2","2021-03-10 18:00:00","2021-03-10 19:00:00",NULL
"EN4","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","12.4"
"GR4","O3","2021-03-12 06:00:00","2021-03-12 07:00:00",NULL
"GR4","PM1","2021-03-12 11:00:00","2021-03-12 12:00:00","1.3"
"EN4","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00",NULL
"EN4","PM10","2021-03-10 10:00:00","2021-03-10 11:00:00",NULL
"GR4","SO2","2021-03-15 02:00:00","2021-03-15 03:00:00",NULL
"GR4","FINE","2021-03-15 23:00:00","2021-03-16 00:00:00","8"
"EI8","PM10","2021-03-13 12:00:00","2021-03-13 13:00:00","12.1"
"EN5","NO2","2021-03-11 15:00:00","2021-03-11 16:00:00","18.3"
"EN5","NO2","2021-03-11 06:00:00","2021-03-11 07:00:00","8.4"
"GN0","PM25","2021-03-15 01:00:00","2021-03-15 02:00:00","6.5"
"GR4","SO2","2021-03-12 20:00:00","2021-03-12 21:00:00",NULL
"GR4","PM25","2021-03-11 15:00:00","2021-03-11 16:00:00","2.6"
"EN4","NO2","2021-03-10 11:00:00","2021-03-10 12:00:00","23.4"
"GR7","PM10","2021-03-15 04:00:00","2021-03-15 05:00:00",NULL
"EN4","SO2","2021-03-10 16:00:00","2021-03-10 17:00:00",NULL
"GR4","SO2","2021-03-12 18:00:00","2021-03-12 19:00:00",NULL
"GR4","TSP","2021-03-12 16:00:00","2021-03-12 17:00:00","9.8"
"GR4","O3","2021-03-11 19:00:00","2021-03-11 20:00:00",NULL
"GR4","SO2","2021-03-11 00:00:00","2021-03-11 01:00:00",NULL
"GR4","TSP","2021-03-12 18:00:00","2021-03-12 19:00:00","8.3"
"GR4","SO2","2021-03-14 20:00:00","2021-03-14 21:00:00",NULL
"GR4","SO2","2021-03-13 12:00:00","2021-03-13 13:00:00",NULL
"GR4","SO2","2021-03-15 18:00:00","2021-03-15 19:00:00",NULL
"GR4","TSP","2021-03-11 13:00:00","2021-03-11 14:00:00",NULL
"GR4","O3","2021-03-12 20:00:00","2021-03-12 21:00:00",NULL
"GR4","PM10","2021-03-13 19:00:00","2021-03-13 20:00:00","7.6"
"EN4","PM10","2021-03-10 23:00:00","2021-03-11 00:00:00",NULL
"GR4","SO2","2021-03-15 15:00:00","2021-03-15 16:00:00",NULL
"GR4","O3","2021-03-15 16:00:00","2021-03-15 17:00:00",NULL
"GR4","FINE","2021-03-15 11:00:00","2021-03-15 12:00:00","4.2"
"EN4","SO2","2021-03-10 08:00:00","2021-03-10 09:00:00",NULL
"GR4","NO2","2021-03-11 19:00:00","2021-03-11 20:00:00","12.7"
"EN4","PM10","2021-03-10 14:00:00","2021-03-10 15:00:00",NULL
"GR4","PM25","2021-03-11 20:00:00","2021-03-11 21:00:00","3.5"
"GR4","PM1","2021-03-15 22:00:00","2021-03-15 23:00:00","4.9"
"GR4","SO2","2021-03-15 22:00:00","2021-03-15 23:00:00",NULL
"GR4","O3","2021-03-11 15:00:00","2021-03-11 16:00:00",NULL
"EN4","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00","12.2"
"EN4","SO2","2021-03-10 09:00:00","2021-03-10 10:00:00",NULL
"GR4","PM10","2021-03-13 14:00:00","2021-03-13 15:00:00","5.9"
"GR4","PM25","2021-03-11 22:00:00","2021-03-11 23:00:00","4.1"
"GR4","O3","2021-03-14 00:00:00","2021-03-14 01:00:00",NULL
"GR4","FINE","2021-03-15 05:00:00","2021-03-15 06:00:00","6.3"
"GR4","NO2","2021-03-13 01:00:00","2021-03-13 02:00:00","3.6"
"GR4","SO2","2021-03-12 12:00:00","2021-03-12 13:00:00",NULL
"GR4","PM10","2021-03-13 05:00:00","2021-03-13 06:00:00","10.2"
"GR4","PM25","2021-03-11 19:00:00","2021-03-11 20:00:00","2.9"
"EN4","PM10","2021-03-10 02:00:00","2021-03-10 03:00:00",NULL
"GR4","NO2","2021-03-14 05:00:00","2021-03-14 06:00:00","4.1"
"GR4","O3","2021-03-14 01:00:00","2021-03-14 02:00:00",NULL
"GR4","NO2","2021-03-13 10:00:00","2021-03-13 11:00:00","5.1"
"GR4","NO2","2021-03-12 06:00:00","2021-03-12 07:00:00","8.3"
"GR4","NO2","2021-03-13 21:00:00","2021-03-13 22:00:00","12.4"
"EN4","SO2","2021-03-10 15:00:00","2021-03-10 16:00:00",NULL
"GR4","NO2","2021-03-11 20:00:00","2021-03-11 21:00:00","11.8"
"GR4","FINE","2021-03-14 05:00:00","2021-03-14 06:00:00","3.1"
"GR4","FINE","2021-03-11 04:00:00","2021-03-11 05:00:00",NULL
"GR4","O3","2021-03-11 08:00:00","2021-03-11 09:00:00",NULL
"GR4","O3","2021-03-13 00:00:00","2021-03-13 01:00:00",NULL
"GR4","PM10","2021-03-13 04:00:00","2021-03-13 05:00:00","9"
"EN4","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","14"
"EN4","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00","16.6"
"EN4","SO2","2021-03-10 12:00:00","2021-03-10 13:00:00",NULL
"EN4","SO2","2021-03-10 17:00:00","2021-03-10 18:00:00",NULL
"GR4","O3","2021-03-12 10:00:00","2021-03-12 11:00:00",NULL
"GR4","NO2","2021-03-12 02:00:00","2021-03-12 03:00:00","3.3"
"GR4","SO2","2021-03-13 22:00:00","2021-03-13 23:00:00",NULL
"GR4","PM10","2021-03-12 15:00:00","2021-03-12 16:00:00","8.8"
"GR4","SO2","2021-03-13 18:00:00","2021-03-13 19:00:00",NULL
"EN4","PM10","2021-03-10 07:00:00","2021-03-10 08:00:00",NULL
"GR4","FINE","2021-03-13 17:00:00","2021-03-13 18:00:00","2.4"
"EN4","SO2","2021-03-10 10:00:00","2021-03-10 11:00:00",NULL
"EN4","NO2","2021-03-10 22:00:00","2021-03-10 23:00:00","10.6"
"EN4","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00",NULL
"GR4","PM10","2021-03-11 12:00:00","2021-03-11 13:00:00",NULL
"GR4","O3","2021-03-15 07:00:00","2021-03-15 08:00:00",NULL
"GR4","NO2","2021-03-13 04:00:00","2021-03-13 05:00:00","1.5"
"GR4","NO2","2021-03-14 11:00:00","2021-03-14 12:00:00","4.2"
"GR4","PM10","2021-03-12 18:00:00","2021-03-12 19:00:00","6.5"
"GR4","SO2","2021-03-11 01:00:00","2021-03-11 02:00:00",NULL
"EN4","PM10","2021-03-10 16:00:00","2021-03-10 17:00:00",NULL
"EN4","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00","26.5"
"GR4","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00","9"
"GR4","PM1","2021-03-11 06:00:00","2021-03-11 07:00:00",NULL
"GR4","PM10","2021-03-11 00:00:00","2021-03-11 01:00:00","13.3"
"GR4","FINE","2021-03-12 15:00:00","2021-03-12 16:00:00","4.5"
"GR4","PM1","2021-03-11 05:00:00","2021-03-11 06:00:00",NULL
"EN4","PM10","2021-03-10 12:00:00","2021-03-10 13:00:00",NULL
"GR4","PM25","2021-03-11 00:00:00","2021-03-11 01:00:00","7.4"
"GR4","SO2","2021-03-13 04:00:00","2021-03-13 05:00:00",NULL
"GR4","PM25","2021-03-15 08:00:00","2021-03-15 09:00:00","10.1"
"GR4","TSP","2021-03-15 01:00:00","2021-03-15 02:00:00","8.1"
"GR4","FINE","2021-03-13 14:00:00","2021-03-13 15:00:00","2.8"
"EN4","PM10","2021-03-10 08:00:00","2021-03-10 09:00:00",NULL
"GR4","O3","2021-03-12 04:00:00","2021-03-12 05:00:00",NULL
"GR4","NO2","2021-03-15 09:00:00","2021-03-15 10:00:00","9.9"
"GR4","NO2","2021-03-15 20:00:00","2021-03-15 21:00:00","58.4"
"GR4","FINE","2021-03-14 19:00:00","2021-03-14 20:00:00","4.6"
"EN4","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00","23.8"
"EN4","NO2","2021-03-10 20:00:00","2021-03-10 21:00:00","14.1"
"GR4","PM25","2021-03-12 12:00:00","2021-03-12 13:00:00","2.9"
"GR4","FINE","2021-03-14 16:00:00","2021-03-14 17:00:00","4.6"
"EN4","NO2","2021-03-10 06:00:00","2021-03-10 07:00:00","25.2"
"GR4","SO2","2021-03-15 09:00:00","2021-03-15 10:00:00",NULL
"EI8","PM10","2021-03-11 20:00:00","2021-03-11 21:00:00","11.3"
"EN4","PM10","2021-03-14 22:00:00","2021-03-14 23:00:00",NULL
"GN0","NO2","2021-03-12 20:00:00","2021-03-12 21:00:00","12.2"
"GR4","PM1","2021-03-11 02:00:00","2021-03-11 03:00:00",NULL
"EN4","PM10","2021-03-10 13:00:00","2021-03-10 14:00:00",NULL
"EN4","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00","14.5"
"EN4","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","22.2"
"GR4","PM10","2021-03-13 08:00:00","2021-03-13 09:00:00","6.3"
"GR4","PM10","2021-03-13 09:00:00","2021-03-13 10:00:00","6.9"
"GR4","TSP","2021-03-13 23:00:00","2021-03-14 00:00:00","9.5"
"GR4","FINE","2021-03-11 15:00:00","2021-03-11 16:00:00","2.8"
"GR4","PM10","2021-03-13 12:00:00","2021-03-13 13:00:00","5.4"
"EN4","SO2","2021-03-10 23:00:00","2021-03-11 00:00:00",NULL
"GR4","TSP","2021-03-13 07:00:00","2021-03-13 08:00:00","9.8"
"GR4","SO2","2021-03-11 09:00:00","2021-03-11 10:00:00",NULL
"GR4","FINE","2021-03-14 01:00:00","2021-03-14 02:00:00","4.7"
"EN4","PM10","2021-03-10 05:00:00","2021-03-10 06:00:00",NULL
"GR4","SO2","2021-03-12 22:00:00","2021-03-12 23:00:00",NULL
"EN4","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00","25.6"
"GR4","PM10","2021-03-14 09:00:00","2021-03-14 10:00:00","6.1"
"EN4","PM10","2021-03-10 15:00:00","2021-03-10 16:00:00",NULL
"EN4","SO2","2021-03-10 20:00:00","2021-03-10 21:00:00",NULL
"GR4","PM10","2021-03-12 20:00:00","2021-03-12 21:00:00","11.5"
"EN4","SO2","2021-03-10 04:00:00","2021-03-10 05:00:00",NULL
"GR4","PM1","2021-03-11 08:00:00","2021-03-11 09:00:00",NULL
"GR4","PM1","2021-03-13 21:00:00","2021-03-13 22:00:00","3"
"GR4","PM1","2021-03-14 09:00:00","2021-03-14 10:00:00","1.9"
"GR4","PM25","2021-03-13 06:00:00","2021-03-13 07:00:00","6.1"
