"site_code","species_code","measurement_start_utc","measurement_end_utc","value"
"WMB","NO2","2021-03-10 06:00:00","2021-03-10 07:00:00",NULL
"CR8","PM25","2021-03-15 01:00:00","2021-03-15 02:00:00","6"
"SK8","NO2","2021-03-12 15:00:00","2021-03-12 16:00:00","13.2"
"SK6","PM25","2021-03-13 20:00:00","2021-03-13 21:00:00","3.7"
"CR8","PM25","2021-03-15 04:00:00","2021-03-15 05:00:00","5"
"WMB","PM10","2021-03-10 06:00:00","2021-03-10 07:00:00","38"
"SK8","NO2","2021-03-12 21:00:00","2021-03-12 22:00:00","17.2"
"SK8","PM10","2021-03-12 23:00:00","2021-03-13 00:00:00","4.7"
"SK8","NO2","2021-03-12 03:00:00","2021-03-12 04:00:00","7.1"
"WMB","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00",NULL
"SK6","PM25","2021-03-13 11:00:00","2021-03-13 12:00:00","2.1"
"SK8","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00","25"
"HR2","PM10","2021-03-14 05:00:00","2021-03-14 06:00:00","3.7"
"WMB","NO2","2021-03-10 14:00:00","2021-03-10 15:00:00",NULL
"HR2","NO2","2021-03-14 01:00:00","2021-03-14 02:00:00","14.6"
"WMB","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00",NULL
"WMB","PM10","2021-03-10 09:00:00","2021-03-10 10:00:00","36"
"WMB","NO2","2021-03-10 10:00:00","2021-03-10 11:00:00",NULL
"WMB","PM10","2021-03-10 11:00:00","2021-03-10 12:00:00","16"
"SK8","TSP","2021-03-12 18:00:00","2021-03-12 19:00:00","11.5"
"SK6","TSP","2021-03-13 08:00:00","2021-03-13 09:00:00",NULL
"WMB","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00","31"
"SK8","PM10","2021-03-12 20:00:00","2021-03-12 21:00:00","16.4"
"SK6","PM10","2021-03-13 23:00:00","2021-03-14 00:00:00","7.8"
"WMB","PM10","2021-03-10 17:00:00","2021-03-10 18:00:00","7"
"CR8","PM25","2021-03-15 08:00:00","2021-03-15 09:00:00","13"
"HR2","NO2","2021-03-14 18:00:00","2021-03-14 19:00:00","20.1"
"WMB","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00",NULL
"WMB","PM10","2021-03-10 03:00:00","2021-03-10 04:00:00","29"
"SK6","PM25","2021-03-13 18:00:00","2021-03-13 19:00:00","2"
"SK6","NO2","2021-03-13 03:00:00","2021-03-13 04:00:00","13.8"
"WMB","PM10","2021-03-10 08:00:00","2021-03-10 09:00:00","50"
"SK6","FINE","2021-03-13 22:00:00","2021-03-13 23:00:00",NULL
"CR8","PM25","2021-03-15 00:00:00","2021-03-15 01:00:00","6"
"SK6","FINE","2021-03-13 18:00:00","2021-03-13 19:00:00",NULL
"WMB","NO2","2021-03-10 22:00:00","2021-03-10 23:00:00",NULL
"SK8","PM10","2021-03-12 21:00:00","2021-03-12 22:00:00","17.9"
"WMB","PM10","2021-03-10 13:00:00","2021-03-10 14:00:00","14"
"SK8","PM25","2021-03-12 06:00:00","2021-03-12 07:00:00","6.9"
"WMB","PM10","2021-03-10 12:00:00","2021-03-10 13:00:00","17"
"WMB","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00",NULL
"SK8","NO2","2021-03-12 17:00:00","2021-03-12 18:00:00","16.3"
"SK6","PM10","2021-03-13 20:00:00","2021-03-13 21:00:00","5.8"
"CR8","PM25","2021-03-15 03:00:00","2021-03-15 04:00:00","6"
"WMB","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00","8"
"WMB","PM10","2021-03-10 22:00:00","2021-03-10 23:00:00","6"
"SK6","O3","2021-03-13 02:00:00","2021-03-13 03:00:00","90.1"
"WMB","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00",NULL
"HR2","NO2","2021-03-14 04:00:00","2021-03-14 05:00:00","1.8"
"HR2","NO2","2021-03-14 08:00:00","2021-03-14 09:00:00","9.2"
"SK8","PM1","2021-03-12 07:00:00","2021-03-12 08:00:00","2.9"
"WMB","PM10","2021-03-10 01:00:00","2021-03-10 02:00:00","25"
"HR2","NO2","2021-03-14 02:00:00","2021-03-14 03:00:00","6.9"
"WMB","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00",NULL
"SK8","FINE","2021-03-12 13:00:00","2021-03-12 14:00:00","6.1"
"SK8","FINE","2021-03-12 21:00:00","2021-03-12 22:00:00","10"
"CR8","PM25","2021-03-15 20:00:00","2021-03-15 21:00:00","10"
"HR2","PM10","2021-03-14 17:00:00","2021-03-14 18:00:00","19.9"
"HR2","NO2","2021-03-14 03:00:00","2021-03-14 04:00:00","1.9"
"HR2","NO2","2021-03-14 21:00:00","2021-03-14 22:00:00","23.2"
"SK8","PM1","2021-03-12 06:00:00","2021-03-12 07:00:00","3.3"
"WMB","NO2","2021-03-10 18:00:00","2021-03-10 19:00:00",NULL
"HR2","NO2","2021-03-14 05:00:00","2021-03-14 06:00:00","2.8"
"SK6","O3","2021-03-13 09:00:00","2021-03-13 10:00:00","75"
"WMB","PM10","2021-03-10 15:00:00","2021-03-10 16:00:00","7"
"SK8","PM25","2021-03-12 23:00:00","2021-03-13 00:00:00","3.1"
"SK8","PM1","2021-03-12 14:00:00","2021-03-12 15:00:00","2.6"
"WMB","NO2","2021-03-10 23:00:00","2021-03-11 00:00:00",NULL
"SK8","PM10","2021-03-12 18:00:00","2021-03-12 19:00:00","8.6"
"SK8","TSP","2021-03-12 08:00:00","2021-03-12 09:00:00","20.9"
"SK8","PM10","2021-03-12 03:00:00","2021-03-12 04:00:00","15.7"
"WMB","PM10","2021-03-10 04:00:00","2021-03-10 05:00:00","34"
"SK8","PM25","2021-03-12 12:00:00","2021-03-12 13:00:00","4.2"
"HR2","NO2","2021-03-14 14:00:00","2021-03-14 15:00:00","24"
"SK8","PM10","2021-03-12 01:00:00","2021-03-12 02:00:00","12.3"
"SK6","PM1","2021-03-13 20:00:00","2021-03-13 21:00:00",NULL
"CR8","PM25","2021-03-15 02:00:00","2021-03-15 03:00:00","9"
"SK8","NO2","2021-03-12 05:00:00","2021-03-12 06:00:00","8.7"
"HR2","NO2","2021-03-14 20:00:00","2021-03-14 21:00:00","22.6"
"SK8","PM1","2021-03-12 19:00:00","2021-03-12 20:00:00","4.3"
"SK6","FINE","2021-03-13 17:00:00","2021-03-13 18:00:00",NULL
"SK6","PM25","2021-03-13 05:00:00","2021-03-13 06:00:00","5.6"
"WMB","PM10","2021-03-10 19:00:00","2021-03-10 20:00:00","6"
"WMB","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00",NULL
"SK6","NO2","2021-03-13 07:00:00","2021-03-13 08:00:00","13.2"
"WMB","PM10","2021-03-10 14:00:00","2021-03-10 15:00:00","10"
"SK8","PM25","2021-03-12 04:00:00","2021-03-12 05:00:00","8.1"
"SK8","NO2","2021-03-12 02:00:00","2021-03-12 03:00:00","6"
"SK8","TSP","2021-03-12 19:00:00","2021-03-12 20:00:00","18.1"
"WMB","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00",NULL
"SK6","O3","2021-03-13 20:00:00","2021-03-13 21:00:00","61.1"
"SK8","PM10","2021-03-12 22:00:00","2021-03-12 23:00:00","7.7"
"HR2","NO2","2021-03-14 19:00:00","2021-03-14 20:00:00","20"
"HR2","PM10","2021-03-14 19:00:00","2021-03-14 20:00:00","18.8"
"WMB","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00",NULL
"WMB","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00",NULL
"CR8","PM25","2021-03-15 05:00:00","2021-03-15 06:00:00","8"
"WAC","NO2","2021-03-11 11:00:00","2021-03-11 12:00:00","25"
"WMB","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00",NULL
"WAC","PM10","2021-03-11 06:00:00","2021-03-11 07:00:00","33.1"
"WMB","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00","6"
"CR8","PM25","2021-03-15 23:00:00","2021-03-16 00:00:00","14"
"SK8","PM1","2021-03-12 23:00:00","2021-03-13 00:00:00","1.9"
"SK8","NO2","2021-03-12 07:00:00","2021-03-12 08:00:00","29.3"
"NB1","NO2","2021-03-10 10:00:00","2021-03-10 11:00:00","38.5"
"NB1","NO2","2021-03-10 14:00:00","2021-03-10 15:00:00","36.3"
"WAC","NO2","2021-03-11 13:00:00","2021-03-11 14:00:00","31"
"HR2","PM10","2021-03-14 11:00:00","2021-03-14 12:00:00","16.4"
"HR2","PM10","2021-03-14 23:00:00","2021-03-15 00:00:00","11.2"
"NB1","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00","30.5"
"CR9","NO2","2021-03-15 13:00:00","2021-03-15 14:00:00",NULL
"NB1","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00","46.3"
"CR9","NO2","2021-03-15 21:00:00","2021-03-15 22:00:00",NULL
"NB1","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00",NULL
"SK8","TSP","2021-03-12 07:00:00","2021-03-12 08:00:00","17.3"
"NB1","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00","19.6"
"SK8","TSP","2021-03-12 02:00:00","2021-03-12 03:00:00","16.4"
"SK8","PM10","2021-03-12 07:00:00","2021-03-12 08:00:00","12.1"
"SK6","PM10","2021-03-13 16:00:00","2021-03-13 17:00:00","5"
"SK6","TSP","2021-03-13 16:00:00","2021-03-13 17:00:00",NULL
"SK8","FINE","2021-03-12 19:00:00","2021-03-12 20:00:00","7.9"
"NB1","NO2","2021-03-10 11:00:00","2021-03-10 12:00:00","39.5"
"CR9","NO2","2021-03-15 01:00:00","2021-03-15 02:00:00",NULL
"NB1","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","17.4"
"NB1","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00","20.6"
"SK6","PM25","2021-03-13 19:00:00","2021-03-13 20:00:00","3.3"
"CR9","PM10","2021-03-15 06:00:00","2021-03-15 07:00:00",NULL
"NB1","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00","30.5"
"SK6","NO2","2021-03-13 18:00:00","2021-03-13 19:00:00","16.3"
"HR2","PM10","2021-03-14 04:00:00","2021-03-14 05:00:00","2.6"
"CR9","NO2","2021-03-15 14:00:00","2021-03-15 15:00:00",NULL
"SK6","FINE","2021-03-13 14:00:00","2021-03-13 15:00:00",NULL
"SK8","FINE","2021-03-12 01:00:00","2021-03-12 02:00:00","6.4"
"NB1","NO2","2021-03-10 08:00:00","2021-03-10 09:00:00","39.9"
"SK8","PM10","2021-03-12 14:00:00","2021-03-12 15:00:00","13.2"
"SK6","NO2","2021-03-13 20:00:00","2021-03-13 21:00:00","25.4"
"SK6","PM1","2021-03-13 15:00:00","2021-03-13 16:00:00",NULL
"HR2","PM10","2021-03-14 06:00:00","2021-03-14 07:00:00","5.6"
"SK6","O3","2021-03-13 08:00:00","2021-03-13 09:00:00","74.5"
"CR9","NO2","2021-03-15 12:00:00","2021-03-15 13:00:00",NULL
"CR9","PM10","2021-03-15 00:00:00","2021-03-15 01:00:00",NULL
"HR2","PM10","2021-03-14 21:00:00","2021-03-14 22:00:00","16.9"
"NB1","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00","25.1"
"CR9","PM10","2021-03-15 08:00:00","2021-03-15 09:00:00",NULL
"HR2","PM10","2021-03-14 16:00:00","2021-03-14 17:00:00","18.9"
"NB1","NO2","2021-03-10 23:00:00","2021-03-11 00:00:00","11.9"
"NB1","NO2","2021-03-10 20:00:00","2021-03-10 21:00:00","26.1"
"NB1","NO2","2021-03-10 06:00:00","2021-03-10 07:00:00","31.2"
"HR2","NO2","2021-03-14 11:00:00","2021-03-14 12:00:00","13.4"
"NB1","NO2","2021-03-10 02:00:00","2021-03-10 03:00:00","27.1"
"HR2","NO2","2021-03-14 15:00:00","2021-03-14 16:00:00","21.9"
"CR9","NO2","2021-03-15 06:00:00","2021-03-15 07:00:00",NULL
"NB1","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","23"
"CR9","PM10","2021-03-15 14:00:00","2021-03-15 15:00:00",NULL
"SK6","O3","2021-03-13 05:00:00","2021-03-13 06:00:00","86.2"
"NB1","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","29.3"
"HR2","NO2","2021-03-14 10:00:00","2021-03-14 11:00:00","13.9"
"SK8","NO2","2021-03-12 14:00:00","2021-03-12 15:00:00","10.7"
"NB1","NO2","2021-03-10 13:00:00","2021-03-10 14:00:00","39.7"
"CR9","PM10","2021-03-15 15:00:00","2021-03-15 16:00:00",NULL
"HR2","NO2","2021-03-14 23:00:00","2021-03-15 00:00:00","14.2"
"SK8","NO2","2021-03-12 04:00:00","2021-03-12 05:00:00","7.3"
"SK6","PM1","2021-03-13 02:00:00","2021-03-13 03:00:00",NULL
"SK8","FINE","2021-03-12 18:00:00","2021-03-12 19:00:00","4.4"
"HR2","PM10","2021-03-14 08:00:00","2021-03-14 09:00:00","2.8"
"SK6","PM25","2021-03-13 07:00:00","2021-03-13 08:00:00","5.3"
"SK6","FINE","2021-03-13 00:00:00","2021-03-13 01:00:00",NULL
"CR9","NO2","2021-03-15 20:00:00","2021-03-15 21:00:00",NULL
"HR2","PM10","2021-03-14 10:00:00","2021-03-14 11:00:00","10.4"
"NB1","NO2","2021-03-10 18:00:00","2021-03-10 19:00:00","30.7"
"NB1","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00","36.7"
"HR2","NO2","2021-03-14 09:00:00","2021-03-14 10:00:00","9.8"
"NB1","NO2","2021-03-10 22:00:00","2021-03-10 23:00:00","18"
"NB1","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00","30.6"
"CR9","PM10","2021-03-15 09:00:00","2021-03-15 10:00:00",NULL
"SK6","PM10","2021-03-13 06:00:00","2021-03-13 07:00:00","10.6"
"NB1","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00","36"
"SK8","PM1","2021-03-12 13:00:00","2021-03-12 14:00:00","2.7"
"SK6","O3","2021-03-13 06:00:00","2021-03-13 07:00:00","83.5"
"SK6","O3","2021-03-13 10:00:00","2021-03-13 11:00:00","77.6"
"SK8","TSP","2021-03-12 15:00:00","2021-03-12 16:00:00","17.4"
"SK6","PM1","2021-03-13 23:00:00","2021-03-14 00:00:00",NULL
"CR9","NO2","2021-03-15 10:00:00","2021-03-15 11:00:00",NULL
"CR9","PM10","2021-03-15 19:00:00","2021-03-15 20:00:00",NULL
"CR9","PM10","2021-03-15 10:00:00","2021-03-15 11:00:00",NULL
"CR9","PM10","2021-03-15 16:00:00","2021-03-15 17:00:00",NULL
"SK6","PM1","2021-03-13 00:00:00","2021-03-13 01:00:00",NULL
"CR9","NO2","2021-03-15 18:00:00","2021-03-15 19:00:00",NULL
"HR2","PM10","2021-03-14 09:00:00","2021-03-14 10:00:00","7.7"
"SK6","FINE","2021-03-13 13:00:00","2021-03-13 14:00:00",NULL
"SK6","NO2","2021-03-13 06:00:00","2021-03-13 07:00:00","10.8"
"CR9","PM10","2021-03-15 17:00:00","2021-03-15 18:00:00",NULL
"CR9","PM10","2021-03-15 22:00:00","2021-03-15 23:00:00",NULL
"SK6","FINE","2021-03-13 04:00:00","2021-03-13 05:00:00",NULL
"SK8","PM1","2021-03-12 11:00:00","2021-03-12 12:00:00","1.6"
"SK6","PM25","2021-03-13 13:00:00","2021-03-13 14:00:00","3.7"
"SK6","PM25","2021-03-13 12:00:00","2021-03-13 13:00:00","2.9"
"SK8","FINE","2021-03-12 16:00:00","2021-03-12 17:00:00","4.2"
"CR9","PM10","2021-03-15 18:00:00","2021-03-15 19:00:00",NULL
"HR2","PM10","2021-03-14 03:00:00","2021-03-14 04:00:00","6"
"CR9","PM10","2021-03-15 02:00:00","2021-03-15 03:00:00",NULL
"SK6","PM10","2021-03-13 15:00:00","2021-03-13 16:00:00","5.5"
"CR9","PM10","2021-03-15 23:00:00","2021-03-16 00:00:00",NULL
"SK6","PM25","2021-03-13 14:00:00","2021-03-13 15:00:00","2.7"
"HR1","NO2","2021-03-14 10:00:00","2021-03-14 11:00:00","3.1"
"SK8","TSP","2021-03-12 22:00:00","2021-03-12 23:00:00","8.7"
"SK6","PM25","2021-03-13 23:00:00","2021-03-14 00:00:00","4.3"
"SK8","PM25","2021-03-12 02:00:00","2021-03-12 03:00:00","6.9"
"CR9","NO2","2021-03-15 22:00:00","2021-03-15 23:00:00",NULL
"SK8","TSP","2021-03-12 06:00:00","2021-03-12 07:00:00","16.2"
"SK6","O3","2021-03-13 15:00:00","2021-03-13 16:00:00","75.9"
"CR9","PM10","2021-03-15 03:00:00","2021-03-15 04:00:00",NULL
"HR1","PM25","2021-03-14 11:00:00","2021-03-14 12:00:00",NULL
"SK8","PM25","2021-03-12 00:00:00","2021-03-12 01:00:00","6.6"
"HR1","PM25","2021-03-14 16:00:00","2021-03-14 17:00:00",NULL
"SK8","NO2","2021-03-12 06:00:00","2021-03-12 07:00:00","25.9"
"CR9","NO2","2021-03-15 02:00:00","2021-03-15 03:00:00",NULL
"CR9","NO2","2021-03-15 23:00:00","2021-03-16 00:00:00",NULL
"SK8","TSP","2021-03-12 12:00:00","2021-03-12 13:00:00","17.8"
"HR1","PM10","2021-03-14 21:00:00","2021-03-14 22:00:00","12.3"
"HR1","PM10","2021-03-14 14:00:00","2021-03-14 15:00:00","11.1"
"HR1","PM25","2021-03-14 08:00:00","2021-03-14 09:00:00",NULL
"HR1","PM10","2021-03-14 10:00:00","2021-03-14 11:00:00","1.9"
"SK6","O3","2021-03-13 01:00:00","2021-03-13 02:00:00","83.9"
"CR9","NO2","2021-03-15 11:00:00","2021-03-15 12:00:00",NULL
"SK6","PM25","2021-03-13 22:00:00","2021-03-13 23:00:00","3.5"
"SK8","FINE","2021-03-12 17:00:00","2021-03-12 18:00:00","3.5"
"CR9","NO2","2021-03-15 17:00:00","2021-03-15 18:00:00",NULL
"HR1","SO2","2021-03-14 20:00:00","2021-03-14 21:00:00",NULL
"SK6","NO2","2021-03-13 12:00:00","2021-03-13 13:00:00","12.4"
"SK6","PM1","2021-03-13 21:00:00","2021-03-13 22:00:00",NULL
"HR1","PM25","2021-03-14 02:00:00","2021-03-14 03:00:00",NULL
"SK6","TSP","2021-03-13 01:00:00","2021-03-13 02:00:00",NULL
"CR9","NO2","2021-03-15 00:00:00","2021-03-15 01:00:00",NULL
"CR9","PM10","2021-03-15 12:00:00","2021-03-15 13:00:00",NULL
"CR9","PM10","2021-03-15 11:00:00","2021-03-15 12:00:00",NULL
"HR1","NO2","2021-03-14 20:00:00","2021-03-14 21:00:00","8"
"CR9","PM10","2021-03-15 04:00:00","2021-03-15 05:00:00",NULL
"SK6","PM1","2021-03-13 13:00:00","2021-03-13 14:00:00",NULL
"SK6","PM25","2021-03-13 02:00:00","2021-03-13 03:00:00","1.7"
"SK6","TSP","2021-03-13 13:00:00","2021-03-13 14:00:00",NULL
"HR1","PM10","2021-03-14 18:00:00","2021-03-14 19:00:00","7.4"
"HR1","NO2","2021-03-14 17:00:00","2021-03-14 18:00:00","7.9"
"SK8","PM1","2021-03-12 12:00:00","2021-03-12 13:00:00","2"
"SK6","TSP","2021-03-13 07:00:00","2021-03-13 08:00:00",NULL
"SK6","TSP","2021-03-13 05:00:00","2021-03-13 06:00:00",NULL
"SK8","PM25","2021-03-12 17:00:00","2021-03-12 18:00:00","3.3"
"HR1","PM10","2021-03-14 23:00:00","2021-03-15 00:00:00","8.2"
"CR9","PM10","2021-03-15 20:00:00","2021-03-15 21:00:00",NULL
"HR1","PM25","2021-03-14 17:00:00","2021-03-14 18:00:00",NULL
"CR9","PM10","2021-03-15 01:00:00","2021-03-15 02:00:00",NULL
"HR1","SO2","2021-03-14 08:00:00","2021-03-14 09:00:00",NULL
"SK6","NO2","2021-03-13 02:00:00","2021-03-13 03:00:00","14"
"HR1","PM25","2021-03-14 10:00:00","2021-03-14 11:00:00",NULL
"SK6","NO2","2021-03-13 21:00:00","2021-03-13 22:00:00","24.8"
"CR9","NO2","2021-03-15 04:00:00","2021-03-15 05:00:00",NULL
"CR9","NO2","2021-03-15 05:00:00","2021-03-15 06:00:00",NULL
"SK6","O3","2021-03-13 07:00:00","2021-03-13 08:00:00","78"
"HR1","PM25","2021-03-14 15:00:00","2021-03-14 16:00:00",NULL
"HR1","PM25","2021-03-14 22:00:00","2021-03-14 23:00:00",NULL
"HR1","NO2","2021-03-14 22:00:00","2021-03-14 23:00:00","6"
"SK6","TSP","2021-03-13 15:00:00","2021-03-13 16:00:00",NULL
"SK6","O3","2021-03-13 11:00:00","2021-03-13 12:00:00","76.9"
"CR9","NO2","2021-03-15 09:00:00","2021-03-15 10:00:00",NULL
"SK6","FINE","2021-03-13 23:00:00","2021-03-14 00:00:00",NULL
"HR1","SO2","2021-03-14 02:00:00","2021-03-14 03:00:00",NULL
"SK6","TSP","2021-03-13 04:00:00","2021-03-13 05:00:00",NULL
"HR1","SO2","2021-03-14 11:00:00","2021-03-14 12:00:00",NULL
"SK6","NO2","2021-03-13 04:00:00","2021-03-13 05:00:00","12.2"
"CR9","PM10","2021-03-15 05:00:00","2021-03-15 06:00:00",NULL
"SK6","PM10","2021-03-13 08:00:00","2021-03-13 09:00:00","7.7"
"HR1","SO2","2021-03-14 23:00:00","2021-03-15 00:00:00",NULL
"HR1","PM25","2021-03-14 06:00:00","2021-03-14 07:00:00",NULL
"CR9","NO2","2021-03-15 15:00:00","2021-03-15 16:00:00",NULL
"CR9","NO2","2021-03-15 07:00:00","2021-03-15 08:00:00",NULL
"HR1","PM10","2021-03-14 01:00:00","2021-03-14 02:00:00","5.6"
"CR9","NO2","2021-03-15 08:00:00","2021-03-15 09:00:00",NULL
"HR1","NO2","2021-03-14 03:00:00","2021-03-14 04:00:00","3.3"
"CR9","PM10","2021-03-15 07:00:00","2021-03-15 08:00:00",NULL
"SK6","TSP","2021-03-13 06:00:00","2021-03-13 07:00:00",NULL
"HR1","PM10","2021-03-14 04:00:00","2021-03-14 05:00:00","1.7"
"CR9","NO2","2021-03-15 19:00:00","2021-03-15 20:00:00",NULL
"SK6","PM25","2021-03-13 09:00:00","2021-03-13 10:00:00","3.5"
"SK6","PM1","2021-03-13 07:00:00","2021-03-13 08:00:00",NULL
"SK6","O3","2021-03-13 18:00:00","2021-03-13 19:00:00","72.6"
"HR1","SO2","2021-03-14 15:00:00","2021-03-14 16:00:00",NULL
"HR1","NO2","2021-03-14 09:00:00","2021-03-14 10:00:00","2.7"
"HR1","PM25","2021-03-14 04:00:00","2021-03-14 05:00:00",NULL
"SK6","FINE","2021-03-13 08:00:00","2021-03-13 09:00:00",NULL
"CR9","NO2","2021-03-15 16:00:00","2021-03-15 17:00:00",NULL
"SK6","TSP","2021-03-13 21:00:00","2021-03-13 22:00:00",NULL
"HR1","PM10","2021-03-14 02:00:00","2021-03-14 03:00:00","4.5"
"SK6","FINE","2021-03-13 07:00:00","2021-03-13 08:00:00",NULL
"SK6","PM1","2021-03-13 22:00:00","2021-03-13 23:00:00",NULL
"SK6","FINE","2021-03-13 02:00:00","2021-03-13 03:00:00",NULL
"HR1","PM10","2021-03-14 17:00:00","2021-03-14 18:00:00","15.1"
"CR9","PM10","2021-03-15 13:00:00","2021-03-15 14:00:00",NULL
"SK6","TSP","2021-03-13 18:00:00","2021-03-13 19:00:00",NULL
"CR9","PM10","2021-03-15 21:00:00","2021-03-15 22:00:00",NULL
"CR9","NO2","2021-03-15 03:00:00","2021-03-15 04:00:00",NULL
"CR7","NO2","2021-03-15 01:00:00","2021-03-15 02:00:00","3.5"
"SK6","NO2","2021-03-13 09:00:00","2021-03-13 10:00:00","14.9"
"HR1","PM10","2021-03-14 19:00:00","2021-03-14 20:00:00","7.8"
"SK6","PM10","2021-03-13 19:00:00","2021-03-13 20:00:00","5.8"
"HR1","SO2","2021-03-14 00:00:00","2021-03-14 01:00:00",NULL
"HR1","PM25","2021-03-14 12:00:00","2021-03-14 13:00:00",NULL
"CR7","NO2","2021-03-15 19:00:00","2021-03-15 20:00:00","87.3"
"CR7","NO2","2021-03-15 02:00:00","2021-03-15 03:00:00","2.3"
"CR7","NO2","2021-03-15 12:00:00","2021-03-15 13:00:00","50.2"
"CR7","NO2","2021-03-15 04:00:00","2021-03-15 05:00:00","2.9"
"SK8","PM1","2021-03-12 03:00:00","2021-03-12 04:00:00","3.3"
"CR7","NO2","2021-03-15 09:00:00","2021-03-15 10:00:00","39.2"
"HR1","PM10","2021-03-14 00:00:00","2021-03-14 01:00:00","7"
"CR7","NO2","2021-03-15 15:00:00","2021-03-15 16:00:00","56.4"
"SK6","TSP","2021-03-13 00:00:00","2021-03-13 01:00:00",NULL
"CR7","NO2","2021-03-15 22:00:00","2021-03-15 23:00:00","44.4"
"SK8","TSP","2021-03-12 21:00:00","2021-03-12 22:00:00","21.6"
"CR7","NO2","2021-03-15 23:00:00","2021-03-16 00:00:00","34.2"
"SK8","TSP","2021-03-12 17:00:00","2021-03-12 18:00:00","11.5"
"HR1","PM10","2021-03-14 20:00:00","2021-03-14 21:00:00","7.9"
"HR1","NO2","2021-03-14 14:00:00","2021-03-14 15:00:00","8.2"
"CR7","NO2","2021-03-15 03:00:00","2021-03-15 04:00:00","1.9"
"CR7","NO2","2021-03-15 05:00:00","2021-03-15 06:00:00","7.7"
"SK6","TSP","2021-03-13 03:00:00","2021-03-13 04:00:00",NULL
"SK8","FINE","2021-03-12 06:00:00","2021-03-12 07:00:00","7.3"
"CR7","NO2","2021-03-15 08:00:00","2021-03-15 09:00:00","41.8"
"HR1","PM25","2021-03-14 00:00:00","2021-03-14 01:00:00",NULL
"SK6","TSP","2021-03-13 11:00:00","2021-03-13 12:00:00",NULL
"HR1","SO2","2021-03-14 19:00:00","2021-03-14 20:00:00",NULL
"SK8","TSP","2021-03-12 14:00:00","2021-03-12 15:00:00","17.5"
"HR1","PM25","2021-03-14 01:00:00","2021-03-14 02:00:00",NULL
"SK8","TSP","2021-03-12 09:00:00","2021-03-12 10:00:00","11.7"
"CR7","NO2","2021-03-15 17:00:00","2021-03-15 18:00:00","77.1"
"CR7","NO2","2021-03-15 18:00:00","2021-03-15 19:00:00","91.7"
"SK6","NO2","2021-03-13 14:00:00","2021-03-13 15:00:00","14.2"
"SK6","O3","2021-03-13 13:00:00","2021-03-13 14:00:00","79.2"
"SK8","PM25","2021-03-12 11:00:00","2021-03-12 12:00:00","3.2"
"CR7","NO2","2021-03-15 10:00:00","2021-03-15 11:00:00","31.7"
"SK6","O3","2021-03-13 21:00:00","2021-03-13 22:00:00","59.6"
"SK8","PM10","2021-03-12 19:00:00","2021-03-12 20:00:00","14.3"
"HR1","SO2","2021-03-14 04:00:00","2021-03-14 05:00:00",NULL
"HR1","SO2","2021-03-14 10:00:00","2021-03-14 11:00:00",NULL
"SK6","TSP","2021-03-13 14:00:00","2021-03-13 15:00:00",NULL
"SK6","PM1","2021-03-13 01:00:00","2021-03-13 02:00:00",NULL
"SK6","PM1","2021-03-13 18:00:00","2021-03-13 19:00:00",NULL
"HR1","PM25","2021-03-14 09:00:00","2021-03-14 10:00:00",NULL
"HR1","SO2","2021-03-14 03:00:00","2021-03-14 04:00:00",NULL
"HR1","NO2","2021-03-14 04:00:00","2021-03-14 05:00:00","2.1"
"SK6","PM1","2021-03-13 08:00:00","2021-03-13 09:00:00",NULL
"CR7","NO2","2021-03-15 07:00:00","2021-03-15 08:00:00","39"
"SK6","PM10","2021-03-13 18:00:00","2021-03-13 19:00:00","3.5"
"CR7","NO2","2021-03-15 20:00:00","2021-03-15 21:00:00","86.9"
"SK6","FINE","2021-03-13 01:00:00","2021-03-13 02:00:00",NULL
"SK6","FINE","2021-03-13 20:00:00","2021-03-13 21:00:00",NULL
"SK6","FINE","2021-03-13 15:00:00","2021-03-13 16:00:00",NULL
